Titles,Domestic gross total,Genre,Release Date,Number of Theaters,Production budget,Number of views,Number of editors,Number of edits
https://www.boxofficemojo.com/movies/?id=bitterharvest.htm,0.5810005873601665,0.24949314651120225,0.9193467586418548,0.7158739029774124,0.7666066750041807,0.36093437301826026,0.336628516427913,0.4975179895247115
https://www.boxofficemojo.com/movies/?id=samaritanspurse.htm,0.9039157577161131,0.26705318305413006,0.2250449840349752,0.20413543540154122,0.17341875588830202,0.7895589745640749,0.32100007200971914,0.829521399448106
https://www.boxofficemojo.com/movies/?id=dolores.htm,0.522093053565389,0.025884404549652684,0.9308691040374881,0.8221584999175913,0.3960345267170555,0.4925904787492582,0.9273238985009866,0.2737409870042997
https://www.boxofficemojo.com/movies/?id=brigsbybear.htm,0.149840982078158,0.9946581459073335,0.17825282360391026,0.23777489134917285,0.9464007310142223,0.3716042604464451,0.0636777502951491,0.008501568892661071
https://www.boxofficemojo.com/movies/?id=humanflow.htm,0.8596743681356837,0.27191195635980336,0.12236143574738345,0.6922918258858903,0.8887294791395953,0.08750642357340721,0.7452161898218087,0.6572538994921514
https://www.boxofficemojo.com/movies/?id=jonahonstage.htm,0.6499899259347643,0.5281048280286013,0.2765540960247883,0.018117658373231538,0.9130796492541584,0.7113209228908134,0.938619628736619,0.37907413014990976
https://www.boxofficemojo.com/movies/?id=fairytaildragoncry.htm,0.09954442602605995,0.285854915793637,0.49001952491868916,0.9541820433410575,0.7965286370859669,0.047376328330570816,0.5714272142362558,0.9221445667030244
https://www.boxofficemojo.com/movies/?id=raw2017.htm,0.34646453706858993,0.7740847557124689,0.9393326888185772,0.04620833213196207,0.7252076217522871,0.3087062371610765,0.7252844501433985,0.5882408966982643
https://www.boxofficemojo.com/movies/?id=ourpresident.htm,0.6989481047519144,0.40822666518398953,0.8184879915570042,0.5706965264255967,0.7576350838859285,0.11357353824228911,0.39762237326830396,0.1269457351193607
https://www.boxofficemojo.com/movies/?id=breathe2017.htm,0.864927076964103,0.9685439198072965,0.1646386972325936,0.4788776748788598,0.45145033405854584,0.591512891567542,0.31424257692407276,0.4029650060101666
https://www.boxofficemojo.com/movies/?id=onceuponatime.htm,0.1491013580151732,0.03296517628136941,0.7749484358162698,0.15748980647258304,0.605703414628319,0.965794948011913,0.9754061824885182,0.958251147467852
https://www.boxofficemojo.com/movies/?id=confidentialassignment.htm,0.5474653277961676,0.4195832685648577,0.842245346941799,0.24731156144661248,0.864653581615409,0.4320312125838093,0.948590093898779,0.2843053825613119
https://www.boxofficemojo.com/movies/?id=beachrats.htm,0.8222917441682724,0.043662773301481383,0.19241721539377143,0.8812891933086613,0.0009998027941586773,0.2507586532814333,0.14760789195840895,0.6625079440934223
https://www.boxofficemojo.com/movies/?id=duckweed.htm,0.9098944191826227,0.37055264607704697,0.7027149969096473,0.6327997346074516,0.5843712124452396,0.18936135137919075,0.2568120397491429,0.25379129590673444
https://www.boxofficemojo.com/movies/?id=dci2017tourpremeire.htm,0.6137201841590744,0.5567333185094463,0.6867005154377092,0.8616503194429435,0.04379639498779708,0.04071418287839079,0.5474759577866359,0.13748057409150405
https://www.boxofficemojo.com/movies/?id=phillauri.htm,0.8154263592203567,0.9642883643956848,0.6178785284462059,0.13893808340207825,0.7871997009799605,0.3521439317351216,0.5436843890752915,0.7449052723519601
https://www.boxofficemojo.com/movies/?id=chasingthedragon.htm,0.5197564488273908,0.44707592513330463,0.19766408843232253,0.5169145249354439,0.5634358240941125,0.539747798702768,0.4439501169872053,0.9756575187631265
https://www.boxofficemojo.com/movies/?id=sailormoonrthemovie.htm,0.12309602147953091,0.0913891167074824,0.9651273589451235,0.24800339309160413,0.06597095707555634,0.6061060632986681,0.6645059328603548,0.38534353875124483
https://www.boxofficemojo.com/movies/?id=songtosong.htm,0.3804649942681687,0.49610976552975883,0.3912932896684098,0.10131227483002947,0.3028785604821157,0.3559567975610013,0.33700710645491516,0.4312792112471273
https://www.boxofficemojo.com/movies/?id=onepiecefilmgold.htm,0.9708897093858209,0.841553448758108,0.6300101643211014,0.6490254338874444,0.6462781905271784,0.0964180881638349,0.8148583840876892,0.09058097846619695
https://www.boxofficemojo.com/movies/?id=agentleman.htm,0.2892562485765643,0.859761706820048,0.897603309923563,0.6075126686699382,0.5460229726849304,0.4030421935184748,0.1324871201792256,0.8001516225566683
"https://www.boxofficemojo.com/movies/?id=love,kennedy.htm",0.08589836824562858,0.770623658540493,0.6023169531539146,0.5752362906770258,0.18926753525665385,0.6898145605493158,0.7717052863872197,0.5742292582970357
https://www.boxofficemojo.com/movies/?id=chasingtrane.htm,0.15734160716898793,0.05506905521641836,0.8835331401425082,0.060723567261244504,0.8204566321096367,0.8554530686347239,0.27869918690376716,0.35332181206999946
https://www.boxofficemojo.com/movies/?id=rifftraxsamuraicop.htm,0.1276621145946527,0.5011443583638303,0.6530755824174747,0.4683456803605387,0.9469414639971698,0.5770087634559594,0.48589826869264185,0.6547804348216791
https://www.boxofficemojo.com/movies/?id=i'llpushyou.htm,0.08275835090123107,0.775019947144964,0.2964928215576518,0.8850943040147374,0.5272530558331964,0.5389709177371825,0.3566848718850385,0.7498122768078797
https://www.boxofficemojo.com/movies/?id=tomoffinland.htm,0.4374555546857788,0.06187267240670291,0.9023667272763537,0.2730347459565442,0.1658781926831645,0.7057836734465129,0.14264772413439553,0.029338351115469674
https://www.boxofficemojo.com/movies/?id=rebelintherye.htm,0.021569626228417738,0.303016121387667,0.28407593734197656,0.8891700170443779,0.8527867593056744,0.9381707087487303,0.3754183016574023,0.947714403388859
https://www.boxofficemojo.com/movies/?id=bostonrunning.htm,0.19742308271089626,0.04994467575554995,0.00021661566151220946,0.31365280521885397,0.252725236671697,0.6894338077436832,0.17166509071260172,0.6015140819013826
https://www.boxofficemojo.com/movies/?id=kungfuyoga.htm,0.9477103650760198,0.5319237157351667,0.7469863289987073,0.3546185769292829,0.9669763071286248,0.3768324071477579,0.5188657874352929,0.8115016501938067
https://www.boxofficemojo.com/movies/?id=disneyjuniorhalloveenparty.htm,0.9644294536364686,0.8450956784079263,0.9358455602776848,0.9723733716872601,0.9002264110600395,0.8180734961624911,0.6032614940870089,0.5401045941783711
https://www.boxofficemojo.com/movies/?id=lettersfrombaghdad.htm,0.9526219940451759,0.8300832454642313,0.576287338994879,0.12899713216458952,0.6523955103574105,0.4016900713830358,0.6686430955621809,0.8139144487523433
https://www.boxofficemojo.com/movies/?id=okjaanu.htm,0.24580183701899616,0.6293017362210592,0.6114731233139002,0.4607153085889938,0.6207022456113968,0.44099330916679014,0.08718546840691332,0.7874412436199392
https://www.boxofficemojo.com/movies/?id=longstrangetriptheuntoldstoryofthegratefuldead.htm,0.18333963747496862,0.6118655813515789,0.7110152449542252,0.9098806056241431,0.015278175691416651,0.15336488496727618,0.8290695351477381,0.2587653563139821
https://www.boxofficemojo.com/movies/?id=pearljamletsplaytwo.htm,0.6269499690136738,0.6209686346399214,0.6819878183396272,0.19199075254992193,0.04513170725071869,0.883726409904986,0.14625155597085748,0.34146158263153914
https://www.boxofficemojo.com/movies/?id=canelovschavezjr.htm,0.29565499899519665,0.026268196290309742,0.7397316741258745,0.25007099542941813,0.07587877279435706,0.1974501510814931,0.24292238842774694,0.8765555074323472
https://www.boxofficemojo.com/movies/?id=thisisnotwhatiexpected.htm,0.3571699093150209,0.46447758420156793,0.5866928880860808,0.052519270757201975,0.26006002767405956,0.7713404385898628,0.12979268088116536,0.7485230642036285
https://www.boxofficemojo.com/movies/?id=godsowncountry.htm,0.11673107488300782,0.7823760577789469,0.8769900421148874,0.31617911371966245,0.3443624871744554,0.3517641509030973,0.8287041715293093,0.29031215642635966
https://www.boxofficemojo.com/movies/?id=inthefade.htm,0.3592731567232609,0.099440644939221,0.7154239470571957,0.4091794570219772,0.33288594863592014,0.5121573496432509,0.6034448543989454,0.8146455853944689
https://www.boxofficemojo.com/movies/?id=chuck.htm,0.2547589717902772,0.5976143064981729,0.11641435770354658,0.16214670506872553,0.6239196418713795,0.6555485841128839,0.9062135934015942,0.24380490983493586
https://www.boxofficemojo.com/movies/?id=obit.htm,0.8534963286238763,0.48964979381600604,0.21309746931261386,0.6248347690645627,0.4001562583040812,0.20654353729497543,0.08106161908882348,0.6076154153762692
https://www.boxofficemojo.com/movies/?id=citizenjane.htm,0.27736185643662337,0.8101800262485557,0.9677804532446015,0.8611222029347422,0.030429994960911477,0.8375656003430756,0.9042730318271931,0.84253413525102
https://www.boxofficemojo.com/movies/?id=cityofrock.htm,0.9492771377378809,0.04638870586797639,0.07194107282130613,0.18134625948720917,0.9738527471591913,0.429639392142553,0.3691355563439319,0.7701976658484694
https://www.boxofficemojo.com/movies/?id=thebreadwinner.htm,0.7079227163581489,0.7403885262462551,0.2813667197515213,0.505628619013309,0.7572108987527929,0.26200730577399534,0.3691418686781319,0.959570571212705
https://www.boxofficemojo.com/movies/?id=asilentvoice.htm,0.5207637719243299,0.49221815785689926,0.18812500008819744,0.03622885661994513,0.2688549234464409,0.4968258781471456,0.6075659758297891,0.7816245519208744
https://www.boxofficemojo.com/movies/?id=mylifeasazucchini.htm,0.3898495809824247,0.45740391709740813,0.2146780293974061,0.21911505080171545,0.10911979020955886,0.7845544337529692,0.8436057507175815,0.6993774959323759
https://www.boxofficemojo.com/movies/?id=happyend.htm,0.7558006243416692,0.3540734429690271,0.21060654113946187,0.6286620774530086,0.7863044710218626,0.9381211876326092,0.11506983052554753,0.8602106093238702
https://www.boxofficemojo.com/movies/?id=ittefaq.htm,0.5565121907179997,0.34507503289967234,0.21232319717755455,0.36979832694970405,0.14214807176207322,0.751407100493543,0.11962774507983887,0.7208269202237049
https://www.boxofficemojo.com/movies/?id=buddiesinindia.htm,0.4091421035697562,0.3618747419270162,0.7838981702351155,0.7287911072986952,0.8609065756173778,0.8772811391248571,0.6337496815511957,0.15428370688435655
https://www.boxofficemojo.com/movies/?id=idountilidont.htm,0.9128246622164727,0.23469770524445055,0.6127050229908548,0.5851152011344151,0.49526326564934975,0.5826051826350599,0.40153582148002964,0.03736906752796709
https://www.boxofficemojo.com/movies/?id=afterthestorm.htm,0.443573192445629,0.46806490408641743,0.5118867683982343,0.7169725395152332,0.19262577322108143,0.1876209772252293,0.4222890856014859,0.34187286925011207
https://www.boxofficemojo.com/movies/?id=stalker2017.htm,0.15118380794393715,0.744535978086678,0.38259006645624427,0.6124059363122972,0.8232030791136046,0.1762725236456294,0.6852054969286736,0.9124893781387348
https://www.boxofficemojo.com/movies/?id=wakefield.htm,0.006688987531675683,0.5553775555398585,0.4022811891391387,0.5992313072819928,0.6356366445207896,0.2811581501796614,0.6587121825197814,0.5963873916831031
"https://www.boxofficemojo.com/movies/?id=i,danielblake.htm",0.4532781290623492,0.7200696523912109,0.6302642175124236,0.4474131326222275,0.7134717632239089,0.9789763990458294,0.2767976865690903,0.4557033041715465
https://www.boxofficemojo.com/movies/?id=cezanneetmoi.htm,0.9573786731648443,0.9091219254370169,0.351492201529117,0.509592267350623,0.40614849120308527,0.9313763669185342,0.8450644746023394,0.028339165364025143
https://www.boxofficemojo.com/movies/?id=dean.htm,0.9029063447951283,0.6770873466263924,0.38276379098575175,0.3056400835828397,0.9841762445207249,0.8547804729469338,0.6653840474955542,0.07869677751326065
https://www.boxofficemojo.com/movies/?id=thefortress.htm,0.9111700839645323,0.6753986169245099,0.22656793819113952,0.8316584551148578,0.6221648454000398,0.0874160855145627,0.3602322924144469,0.9954374621636969
https://www.boxofficemojo.com/movies/?id=gook.htm,0.9177039911333489,0.30846721115499365,0.8289526797628918,0.1071791152867333,0.23620868271245088,0.44365865923755154,0.3720910758262853,0.33747257983470735
https://www.boxofficemojo.com/movies/?id=sarkar3.htm,0.6633113334076531,0.31395883481293785,0.4344371060500991,0.2246031968021932,0.3704775636879605,0.006144625573434426,0.5036400534856631,0.2858452810550348
https://www.boxofficemojo.com/movies/?id=bandaid.htm,0.12689308242711894,0.031384813636251896,0.02702547530420285,0.397644088185233,0.7534058224156555,0.7626698753332151,0.48706213000944354,0.3841406162922776
https://www.boxofficemojo.com/movies/?id=blackbutler.htm,0.608100445059914,0.7057066354727829,0.09651915018875823,0.6742565420190607,0.3472996504381247,0.9775273049601875,0.034337235192841264,0.08994351622407348
https://www.boxofficemojo.com/movies/?id=theswindlers.htm,0.23863474628888615,0.7754724123434166,0.7125417660128001,0.6147205224078661,0.37165807949161356,0.6352313733771935,0.015084673609227828,0.6231851399425214
https://www.boxofficemojo.com/movies/?id=ottomanlieutenant.htm,0.2775537864699219,0.3988881056800542,0.07194919189097948,0.21810382892227087,0.06349505766021768,0.6115572299825864,0.9253991904364279,0.24370882443331665
https://www.boxofficemojo.com/movies/?id=crownheights.htm,0.5651037262617764,0.871675499982954,0.613173669379927,0.06379985676767697,0.6569267563023325,0.5553167842601673,0.2092330539198809,0.6969385269933639
https://www.boxofficemojo.com/movies/?id=americansatan.htm,0.6675219903548706,0.8465367295927368,0.8382853095566956,0.27149478983751985,0.6597686693171643,0.5440240183798316,0.08195047579905312,0.48532437147695295
https://www.boxofficemojo.com/movies/?id=littleshopofhorrorsdc.htm,0.4600530452773075,0.048603897672350294,0.8374809024791701,0.40664093677401925,0.6336452905122314,0.7563331858471177,0.7292257239405058,0.25258803882762026
https://www.boxofficemojo.com/movies/?id=jeremiahtower.htm,0.16337773478543172,0.47783896318666685,0.07169755880486994,0.4110978001727539,0.13997127593006498,0.10809045814789442,0.21843344965043954,0.5620601438680656
https://www.boxofficemojo.com/movies/?id=rumble.htm,0.49684746790816914,0.545478397769336,0.5230769485557034,0.6920113003170595,0.37621853332208177,0.35053245232642627,0.07630745506719161,0.3149181818240482
https://www.boxofficemojo.com/movies/?id=californiatypewriter.htm,0.05901637742404531,0.37092080038048825,0.16134224360338822,0.497771051122159,0.7511085341729664,0.9931743734517133,0.4752021875890178,0.25105479508435047
https://www.boxofficemojo.com/movies/?id=railroadtigers.htm,0.45609320192613323,0.540789634032314,0.0635869738674606,0.8351693885363063,0.9825577088815475,0.9847577337407415,0.8699374175202552,0.9769371950209051
https://www.boxofficemojo.com/movies/?id=alliseeisyou.htm,0.2671325432265431,0.37349653554010365,0.8560302555091803,0.1821264659202445,0.7455567984273747,0.6610586970858183,0.2053263618090877,0.7865869225607771
https://www.boxofficemojo.com/movies/?id=theadventurers.htm,0.7194297605859326,0.6292297738006961,0.35257677236453777,0.41784751856916924,0.517323664693813,0.23444950454735336,0.5123005743091825,0.6828512618953636
https://www.boxofficemojo.com/movies/?id=bigsonia.htm,0.82057350776837,0.34443765315198493,0.3752665999576231,0.05217168750636203,0.27257762960639476,0.18607148593777945,0.1296590184920975,0.6039436907653678
https://www.boxofficemojo.com/movies/?id=truman.htm,0.14013846288917498,0.7143191248930084,0.30000305172293806,0.9702971892463931,0.2725826498341415,0.2786196610241781,0.7138469690796703,0.24625021028604033
https://www.boxofficemojo.com/movies/?id=donniedarko2017.htm,0.4861459102772888,0.7775680418947688,0.07247509077000702,0.8363150570426366,0.14023491639881036,0.3918009742507831,0.432401352204162,0.2516347478867783
https://www.boxofficemojo.com/movies/?id=theprison.htm,0.21430727701112118,0.2427108147691187,0.6686753965586018,0.5985406022605416,0.17102764985188557,0.11832936286549867,0.23293579460515546,0.5268610437413055
https://www.boxofficemojo.com/movies/?id=risk.htm,0.028798661772147405,0.855050700101593,0.6368714761307006,0.9505398593630738,0.3675949916138992,0.8203910024173403,0.8094673071113465,0.8271925892097707
https://www.boxofficemojo.com/movies/?id=spark17.htm,0.835414321575885,0.9769406560097774,0.8949724233546053,0.46752750083100114,0.02713188350759177,0.7530398076937909,0.010663599116304656,0.27599383487498863
https://www.boxofficemojo.com/movies/?id=theothersideofhope.htm,0.2791468985110619,0.21781461618713982,0.11717931499144996,0.024116749403997884,0.835557307600286,0.5439296189436541,0.3821722016824618,0.32393982038124536
https://www.boxofficemojo.com/movies/?id=whosestreets?.htm,0.7989216708067983,0.8967862067306059,0.45645267771054365,0.662736285143101,0.5904755440748878,0.0987419582779594,0.7214910478222729,0.0254301303122062
https://www.boxofficemojo.com/movies/?id=thebadbatch.htm,0.2421883005253378,0.3641730033900943,0.9752299837815684,0.19250570260026378,0.6870737205605048,0.8633958051704211,0.0217345260683538,0.32985777987892584
https://www.boxofficemojo.com/movies/?id=marjorieprime.htm,0.1652631043443098,0.5102581873185179,0.9063602790220071,0.928711943638319,0.4326608166178728,0.28348164083814786,0.186806535121383,0.9321847184262106
https://www.boxofficemojo.com/movies/?id=pastlife.htm,0.8111820085781785,0.8503482946105766,0.3393025471817912,0.8509533851231501,0.9340013319870021,0.7700887024346937,0.4718324696191416,0.005339009130698846
https://www.boxofficemojo.com/movies/?id=takeeverywavethelifeofliardhamilton.htm,0.897353252255991,0.5871489666924962,0.10954523524692772,0.9470924871947278,0.8428991095432111,0.6101370493738655,0.5788647414967799,0.11643138916457418
https://www.boxofficemojo.com/movies/?id=graduation.htm,0.6160868386151473,0.6131903828452677,0.3433711413096546,0.223422508839501,0.33951678911014416,0.1890732576082128,0.5067878446813335,0.15076323232486566
https://www.boxofficemojo.com/movies/?id=champion.htm,0.7134578889152127,0.23644309774246397,0.642957883946727,0.9967562395905333,0.9789843684978969,0.1588332218027787,0.4352481628496586,0.3010687590222879
https://www.boxofficemojo.com/movies/?id=mrgaga.htm,0.20100144444027312,0.601320568592412,0.21242237251920348,0.5034908636224468,0.16525341671269178,0.6956554170430964,0.1702339286505814,0.46864064766157254
https://www.boxofficemojo.com/movies/?id=inthiscorneroftheworld.htm,0.17760574936601736,0.6102388879196495,0.9156433123896442,0.9932387618393805,0.7423820381954614,0.36673390856380284,0.9274571346332885,0.2731953968583686
https://www.boxofficemojo.com/movies/?id=davidlynchartlife.htm,0.8185249942797257,0.9047439962086468,0.675546478433926,0.983238045818098,0.635924565405258,0.2682481880618599,0.055256290751376835,0.10438331430285286
https://www.boxofficemojo.com/movies/?id=9112017.htm,0.5414466249804187,0.6003071887412794,0.35171245744159285,0.34662137149696093,0.7316258060134783,0.7497555122481742,0.45293164961606724,0.8487127212102067
https://www.boxofficemojo.com/movies/?id=valleyofbones.htm,0.11367973211181137,0.40162034918251543,0.10872746100600328,0.5999725409665295,0.9531563015579197,0.5052962790372142,0.9182066465255997,0.2140471414983406
https://www.boxofficemojo.com/movies/?id=polina.htm,0.8353057391473844,0.7386886024821574,0.515663149159564,0.9391037840831743,0.8831111843037198,0.5139324264633219,0.9960677686306546,0.8292915746118195
https://www.boxofficemojo.com/movies/?id=13minutes.htm,0.8361863613254964,0.5299257468173701,0.6521736323593945,0.5891379193988499,0.9401909207065619,0.24710366086578417,0.10341611439630816,0.7827512829496538
https://www.boxofficemojo.com/movies/?id=manifesto2017.htm,0.8087651674293848,0.600451912312513,0.8135155284565011,0.5219914699318629,0.22201166834601582,0.24252701578713498,0.5824098322061544,0.4195333008920711
https://www.boxofficemojo.com/movies/?id=exlibris.htm,0.06939878166257962,0.9046526432350307,0.8018521283276757,0.30711626967566397,0.08595145223109357,0.16022835254818202,0.018005070923472366,0.7345540492068637
https://www.boxofficemojo.com/movies/?id=aboutray.htm,0.22788550276693365,0.5553167680328709,0.1740215003172244,0.1664731152912683,0.7684213540869859,0.6637992315483585,0.706513567551018,0.09890405376429234
https://www.boxofficemojo.com/movies/?id=thejourney.htm,0.38147945702944797,0.49778778466613693,0.1732204647992297,0.6068158468758659,0.25346456256993566,0.930474264839141,0.2835506274671383,0.9982476633434917
https://www.boxofficemojo.com/movies/?id=endlesspoetry.htm,0.4394918447239142,0.11763725329415431,0.4526753844855268,0.03652692096223953,0.9011083133140654,0.6057172376668051,0.6287720185486873,0.45962169384935037
https://www.boxofficemojo.com/movies/?id=thevoid.htm,0.9690750188699055,0.17733386112959237,0.9736585892011025,0.37641181318377837,0.4128930101607551,0.6400861879109238,0.11224447577678887,0.15100943544962264
https://www.boxofficemojo.com/movies/?id=theunknowngirl.htm,0.6855041139483907,0.20035663288802097,0.8010746497229363,0.978657236508202,0.7821445277429795,0.2081010556930809,0.168884082496208,0.14477429359323524
https://www.boxofficemojo.com/movies/?id=bladeoftheimmortal.htm,0.7222696783133992,0.6963445054259695,0.16867582373260803,0.5226118117740303,0.4365105103157675,0.06286169405435016,0.4570945278694587,0.32321561579450375
https://www.boxofficemojo.com/movies/?id=chavela.htm,0.6346871645444887,0.4172678855505254,0.10285614429082435,0.9944453588722298,0.9141103731424594,0.6293711928682812,0.5509327229661519,0.692323353479517
https://www.boxofficemojo.com/movies/?id=restlesscreaturewendywhelan.htm,0.08447180923558839,0.2993113500304766,0.019552688786725336,0.36817434344933364,0.6281518919332876,0.3817528208413399,0.9232452152522586,0.4213494326942292
https://www.boxofficemojo.com/movies/?id=thelma.htm,0.9813081102092684,0.7756021058515712,0.8392707355450999,0.5701092276796149,0.8284770409435747,0.4753352596285344,0.29938501625442615,0.19586485348596627
https://www.boxofficemojo.com/movies/?id=thelastdalailama.htm,0.14404179881635626,0.023151464126449972,0.2617997653745212,0.7501375036209392,0.14859213960266138,0.1521379751376487,0.4525758595543721,0.9435571550600886
https://www.boxofficemojo.com/movies/?id=irvingberlinsholidayinn.htm,0.5699291315727691,0.6305409399788393,0.1578017852910385,0.13752151724716322,0.6297184724905838,0.7368042923293314,0.3555667392947477,0.8355508815005979
https://www.boxofficemojo.com/movies/?id=lupincastleofcagliostro.htm,0.9896507060280275,0.3502973025416576,0.6525510154535323,0.17250927615049405,0.27730353160241605,0.6484154066202069,0.7825775500534865,0.7044313663667624
https://www.boxofficemojo.com/movies/?id=harekrishna.htm,0.3898748513198047,0.4852348994817717,0.8145302691061158,0.5476615808979821,0.11861380948416578,0.3192954367941696,0.10599180996487334,0.5441528866387129
https://www.boxofficemojo.com/movies/?id=moka.htm,0.33684127391497065,0.907876917740669,0.8549918134468069,0.09547229385938139,0.38732093593073846,0.6409026761135734,0.09658882935070956,0.7875421249731365
https://www.boxofficemojo.com/movies/?id=icalledhimmorgan.htm,0.5649234220516447,0.3633388551243343,0.5049900607521044,0.9968996130747958,0.9623008582991044,0.5507765839453322,0.581907304768863,0.8843576449197278
https://www.boxofficemojo.com/movies/?id=cityofghosts17.htm,0.6108671313246777,0.6682403087490111,0.3498858693239788,0.7102221499820854,0.5882961468777078,0.7718243061198757,0.569986690539033,0.16084005771864984
https://www.boxofficemojo.com/movies/?id=mariecuriethecourageofknowledge.htm,0.4109679762909263,0.4635011570199814,0.11553737092936323,0.3703208965850373,0.8486382499481707,0.013993870379529483,0.7030559483831614,0.5455492802636512
https://www.boxofficemojo.com/movies/?id=thebside.htm,0.0014985858178181433,0.17769905401394548,0.8160063391878914,0.8398498333334109,0.07709537025790736,0.5775065674259502,0.44442960024266387,0.4028565060350181
https://www.boxofficemojo.com/movies/?id=beatsperminute.htm,0.003017053831794958,0.06610042203611799,0.16222446138505275,0.7939073972682603,0.9212787500877249,0.7666082922033735,0.18493206724149303,0.2662666472036316
https://www.boxofficemojo.com/movies/?id=thethousandfacesofdunjia.htm,0.9881244942666855,0.8083286594309251,0.4153773116132252,0.9067715587469561,0.2875360673618008,0.37207578939433683,0.3149403677153535,0.6472961336359678
https://www.boxofficemojo.com/movies/?id=bvsocialclubadios.htm,0.09733087200740875,0.699481996998753,0.16067650369579434,0.596170750577363,0.8242586227929829,0.0715720742021263,0.6143049785777249,0.3299408781443207
https://www.boxofficemojo.com/movies/?id=explosion.htm,0.4196239258643134,0.011721764307177862,0.6534566605529972,0.8848926961179023,0.34965159669316215,0.6247903077011788,0.22067506657888403,0.48073147186802834
https://www.boxofficemojo.com/movies/?id=ourtimewillcome.htm,0.8621038481317905,0.7985263521449252,0.49474857903183944,0.5664701937050647,0.9285426993165178,0.5074895492375926,0.932765911626765,0.7491144881539225
https://www.boxofficemojo.com/movies/?id=sallycarmichael.htm,0.5801748425771063,0.4695470123755411,0.1017242813622411,0.7285667701732769,0.25345288035863656,0.8223494433152919,0.1495020056922537,0.4929232202334979
https://www.boxofficemojo.com/movies/?id=abacus.htm,0.7252608011775874,0.9421322911689775,0.14230994772508132,0.7417760446899252,0.12479670032080203,0.5479164667996768,0.13200582204558298,0.49309296232423716
https://www.boxofficemojo.com/movies/?id=thekingschoice.htm,0.47771761481803987,0.1484649437512503,0.8308155479214357,0.8455100871590423,0.2921474449050978,0.7285983193338783,0.20581426035348382,0.5610173765078209
https://www.boxofficemojo.com/movies/?id=slackbay.htm,0.33117257512699305,0.3662088073151881,0.5052193788990971,0.2797278157483739,0.9739459438591969,0.9714437044587925,0.9582734471573525,0.047244787154022694
https://www.boxofficemojo.com/movies/?id=troublewithterkel2017.htm,0.34679443630138596,0.6805597242980514,0.9186472310787706,0.439005236603879,0.3563890869004456,0.20982086649337162,0.20086442969053486,0.8436820517927297
https://www.boxofficemojo.com/movies/?id=resetnishiyingjiu.htm,0.49196478751565176,0.5879034351202691,0.3204415715345704,0.46586039369994614,0.3900711363234506,0.1626219636639814,0.9780710760688166,0.007734400337379155
https://www.boxofficemojo.com/movies/?id=likecrazy2017.htm,0.13171337381605375,0.8592842581937846,0.8372811699977033,0.7362098828184057,0.06465410516429959,0.22780102562068116,0.23367492173712667,0.3060105982781416
https://www.boxofficemojo.com/movies/?id=fabricatedcity.htm,0.39957072501595303,0.7756772099013401,0.12316306570035163,0.7768480814050943,0.06939132990305619,0.9725549266495237,0.22826518247103256,0.9426764652062193
https://www.boxofficemojo.com/movies/?id=bolshoiballetheroofourtime.htm,0.05503567969998435,0.2683287316224694,0.7780945467750633,0.04239900991553747,0.4134381866560568,0.7062133301691297,0.5578678099184341,0.22918525989374583
https://www.boxofficemojo.com/movies/?id=walkingout.htm,0.2706463755337294,0.3476233485717751,0.43650925158769727,0.4514227291320132,0.35337063623266096,0.49822650177148364,0.47025933600746583,0.05676111506940307
https://www.boxofficemojo.com/movies/?id=thelure.htm,0.7147619878316271,0.05801005897397282,0.6017415906827772,0.6604703171159614,0.6758506257860296,0.051542195886699727,0.3981663266474671,0.03279890964940202
https://www.boxofficemojo.com/movies/?id=scorefilmmusicdocumentary.htm,0.3390786561830569,0.6773797916716267,0.24904570017159744,0.9452897580316796,0.7104445162645088,0.9013265272029533,0.5886581083395283,0.18523904790729817
https://www.boxofficemojo.com/movies/?id=qingshung.htm,0.18992371576404599,0.013777432819058522,0.41762401537344873,0.9468119958654936,0.8533468106225816,0.9636552381228248,0.3443309230697741,0.23744106182357605
https://www.boxofficemojo.com/movies/?id=munnamichael.htm,0.12087349458360874,0.9676650758819251,0.9078224013008548,0.6341645300026462,0.20353973461532748,0.4097947370747437,0.18208257251141424,0.23875593906597647
https://www.boxofficemojo.com/movies/?id=aidassecrets.htm,0.8612386466735397,0.4107347620997943,0.7381272584417836,0.20088922080878724,0.02288741975290065,0.5797791652489717,0.309840871408241,0.621745407374073
"https://www.boxofficemojo.com/movies/?id=timtimmerman,hopeofamerica.htm",0.9425786848799081,0.7982903955793126,0.7499955023807915,0.3856693655885063,0.7633438848026706,0.09151265757021909,0.48402538373928106,0.025631126209386346
https://www.boxofficemojo.com/movies/?id=posterboys.htm,0.9565125394967943,0.05006316349052076,0.273188037232296,0.9257042401358042,0.2911794749005089,0.5679703318383765,0.9325923291516219,0.13830070873828215
https://www.boxofficemojo.com/movies/?id=themayor.htm,0.20799272322047446,0.9201747391197894,0.5068296318279653,0.41327020316512375,0.7186137958899246,0.08646720114288531,0.008335255777364825,0.8803672510140755
https://www.boxofficemojo.com/movies/?id=thefencer.htm,0.3288715770201597,0.5443301069253605,0.7687016923442734,0.9641715716631197,0.9524449919526197,0.9371467985450189,0.7075875477906527,0.6594062573520518
https://www.boxofficemojo.com/movies/?id=keepwatching.htm,0.9584062499986928,0.8887925906379093,0.4174956883518375,0.6245619887268494,0.8386306644724728,0.6845986754179094,0.36734649887078363,0.271375727595469
